340,2.43866,6.62488,0.01379
40,-0.10572,-3.67719,0.00718
220,5.42804,-0.1828,0.01061
470,-2.12934,2.16533,0.00593
50,2.73833,-2.51012,0.00726
120,2.20101,-4.87334,0.01044
300,4.19135,-1.10319,0.00847
310,5.27367,-5.16384,0.01442
250,0.62674,-6.45219,0.01266
170,1.22606,-0.86687,0.00293
400,5.62854,-3.45199,0.0129
130,-2.81241,-1.82364,0.00655
350,2.57702,-2.05596,0.00644
210,-2.75163,2.52241,0.00729
440,2.01475,1.95955,0.00549
420,2.98305,-1.85273,0.00686
90,6.5631,0.19107,0.01282
390,2.35464,-3.46337,0.00818
200,-0.01053,-1.76895,0.00346
140,-0.81203,1.84698,0.00394
80,3.38765,0.73362,0.00677
270,3.63653,2.42368,0.00854
60,6.79142,-3.29688,0.01474
180,2.70898,3.17604,0.00815
330,-1.11484,4.73639,0.0095
380,0.10832,3.22104,0.00629
430,5.99553,1.8217,0.01224
370,7.26103,2.4731,0.01498
410,0.66037,-2.89922,0.00581
190,3.4523,3.79251,0.01002
260,-1.53961,2.68066,0.00604
70,3.08043,2.22835,0.00743
30,8.03106,2.273,0.0163
240,-0.90691,-4.06094,0.00813
320,-0.03857,-3.68415,0.0072
460,2.52891,-5.03468,0.011
110,2.69958,-1.09557,0.00569
480,0.55157,-1.93648,0.00393
450,-2.86756,0.61941,0.00573
100,1.72822,3.11637,0.00696
360,-1.92616,4.54429,0.00964
150,5.02767,-1.01145,0.01002
10,-3.16961,-3.33513,0.00899
160,2.85974,3.28679,0.00851
230,2.30632,-1.11632,0.005
290,-3.66599,0.37173,0.0072
280,7.94477,-1.99583,0.016
490,-0.62597,5.25683,0.01034
20,-3.13235,3.74269,0.00953
