1893.07922,1.28503,53725.92969,-105.50586,1917.55127,1.19238,28.01794,-0.07244
-2.34961,-3.13307,-93.97945,-132.71811,-2.40378,-3.17809,40.79095,1.28159
-0.28033,-5.65014,23.18735,-62.41489,-0.2519,-5.74281,10.67073,4.50568
2.77393,-6.99628,165.53349,-73.20289,2.79678,-7.09883,16.87896,16.66849
6.19468,-6.86907,77.726,20.46932,6.27721,-6.94381,3.94623,7.62618
9.2984,-5.27296,25.12711,-95.93868,9.44553,-5.34183,6.36779,-6.55581
11.47675,-2.40698,3.10532,65.47595,11.61263,-2.47832,-0.89513,5.4473
12.36931,1.10021,-129.00523,27.17544,12.50064,1.06981,-10.06016,3.03488
11.68965,4.63087,-15.12608,11.61316,11.87055,4.66804,-0.7704,1.28127
9.58,7.62835,49.35498,-82.27454,9.75132,7.61521,-0.94893,-7.69621
4.02552,-105.87478,271.38574,-23.87696,4.09198,-107.23871,0.31875,2.51851
2.78914,9.63472,71.75214,144.37994,2.88907,9.73913,15.63443,-2.72952
-0.423,8.27411,-72.24557,80.17094,-0.37662,8.38966,9.9225,8.16584
-2.68858,5.56032,-204.35971,103.22371,-2.72591,5.68215,28.79339,22.15211
-3.52163,2.04785,-139.24715,-36.12438,-3.49184,2.16421,24.17813,25.33074
-2.55709,-1.5326,-36.44699,38.27157,-2.58544,-1.50436,4.09691,-17.18652
0.03844,-4.42299,-30.12449,-135.55547,0.11267,-4.53858,29.68429,-7.37435
4.01393,-6.0186,144.11589,-132.88782,4.11958,-6.08153,25.98152,6.09761
8.65072,-5.76077,66.48643,-65.02189,8.76788,-5.91908,8.64806,-1.57773
13.13085,-3.39165,44.99174,69.62263,13.22763,-3.44634,1.90097,5.7587
-98.74391,-0.56063,-179.87778,108.65346,-100.06386,-0.5894,1.79117,-1.09639
18.24984,6.34783,-48.35764,-79.78545,18.47715,6.42858,-3.67468,-3.03956
17.80246,12.49375,84.95808,-33.98313,18.03876,12.6655,2.26863,-3.47676
15.03812,18.49058,173.37781,-85.25951,15.24945,18.76255,1.7863,-7.7888
10.17802,23.26754,123.11156,59.644,10.3642,23.60853,4.03752,-3.44223
3.83215,26.13348,-19.24155,3.29253,3.93991,26.51933,0.01601,0.72794
-3.29591,26.72773,5.70548,151.29807,-3.38616,27.07041,5.477,-0.89587
-10.19825,24.76966,-173.6133,170.42737,-10.31747,25.12351,8.23298,3.52936
-16.05886,20.67189,-113.22106,50.56177,-16.24308,20.97182,4.12053,2.20729
-19.9296,14.94203,-108.98221,-109.31995,-20.25849,15.14292,0.8635,6.0417
56.2726,-76.68119,124.08446,-223.86542,57.07771,-77.63103,2.63466,-0.33873
-20.84588,1.92617,81.82002,-9.18105,-21.09081,1.90205,-3.88706,0.08476
-18.02724,-3.65666,-29.55451,-6.24222,-18.22019,-3.63363,1.62574,0.01838
-13.59183,-7.35392,-75.36227,93.34918,-13.75842,-7.46415,1.38809,-7.53794
-8.45581,-9.02465,-61.47526,-23.87539,-8.53748,-9.20426,4.72441,-2.29685
-3.41923,-8.64394,82.02123,21.21936,-3.41539,-8.81731,-5.22573,7.27811
0.7042,-6.36164,-2.03643,-91.61509,0.74564,-6.49925,13.87764,-1.90548
3.37913,-2.75598,142.15381,-148.56239,3.42847,-2.76747,46.28331,-5.97193
4.08257,1.34621,89.84964,-10.8695,4.25274,1.34366,18.47561,-8.39326
3.06517,5.24426,99.6069,134.6507,3.13941,5.30962,27.00936,-2.78991
-108.64397,45.17196,-113.69405,290.47894,-110.00232,45.68542,1.81688,-1.88609
-2.99393,9.70872,-145.48685,44.77028,-3.02164,9.89404,8.24658,12.18598
-6.86856,9.70065,-38.16175,-17.2083,-6.9153,9.73972,0.67489,3.43898
-10.24126,7.93644,-12.11235,-154.18431,-10.40875,8.05525,-6.44187,9.82764
-12.6971,5.15016,32.91013,-63.17117,-12.89535,5.22318,-3.89697,3.32032
-13.73852,1.69955,-82.93728,-74.18317,-13.92001,1.67749,5.23981,5.96069
-13.32632,-1.82767,62.39423,20.36468,-13.52451,-1.81985,-4.73038,-0.86924
-11.6987,-4.76414,-37.86313,139.65773,-11.78976,-4.70557,-1.308,-11.32363
