1148.35889,0.28442,50715.94531,-263.86914,1912.41199,0.15393,26.51935,-0.14011
6.69451,-0.72416,-235.03726,-42.7768,-6.50062,-3.59317,30.48078,-10.26761
6.75801,-1.14929,-368.36108,-203.99263,-2.56734,-4.59885,67.90902,-42.1878
6.49129,-1.23683,-167.38217,-59.09099,1.14869,-2.14754,-11.02085,-72.04641
5.77328,-1.33749,-450.78088,200.14087,2.01544,3.03333,-22.72708,133.50876
4.72969,-1.67963,-172.05301,-8.02806,-1.43627,8.0364,2.73979,20.91955
3.27476,-2.89108,-375.13705,33.87704,-8.29071,10.26359,19.86391,20.50464
2.55959,-4.62947,-246.52844,-36.19956,-15.94535,7.64122,11.68866,7.87159
2.66433,-6.70702,-324.09027,-58.18007,-21.23669,0.58722,15.17351,3.15917
3.61096,-8.38914,-235.05762,-140.20721,-21.81778,-8.36478,11.54104,2.00153
-15.4745,13.29192,-506.57431,160.56743,7.4597,97.81977,1.23933,5.27316
6.83222,-8.75722,-141.17409,-149.87508,-10.73859,-20.02919,8.74736,-2.35854
7.58172,-7.60708,-164.98987,30.28591,-4.15548,-19.54852,0.23426,-8.39022
7.38412,-6.61297,-161.64754,-68.11781,-0.61345,-16.40192,4.51533,-9.68653
6.4855,-6.22419,-251.9888,90.10559,-0.76691,-13.49919,-5.59633,-18.9849
5.71492,-6.93151,-308.4339,-134.73759,-3.03148,-13.5188,14.36068,-19.59492
5.96582,-8.35259,-621.09674,-148.58542,-4.39398,-17.2263,16.73351,-31.78687
7.68127,-9.668,-289.28629,-408.96234,-1.98121,-23.06969,18.66649,-10.9366
10.50199,-9.60582,-94.79886,-249.13501,5.19808,-27.62581,8.08623,-4.95304
13.31148,-7.4432,44.92623,-563.28119,15.69489,-27.48783,16.15762,-7.59121
-27.50214,-14.61989,-1202.45068,1086.03174,-82.76063,22.40288,16.84699,-8.56217
13.97292,0.9704,382.95398,-329.74194,30.91894,-9.19302,14.29309,-6.41501
10.5265,4.68506,325.04608,-93.59331,28.6138,3.98302,10.69718,-4.75995
5.46488,5.81417,348.4722,62.90233,19.20831,13.78163,13.52757,-6.43105
0.596,3.92578,251.06328,544.92023,5.94806,16.17938,34.69544,-2.76232
-2.31669,-0.38381,39.53799,183.74683,-6.04648,10.18074,11.63714,-10.79506
-2.07564,-5.61081,-77.08504,290.13739,-11.84094,-1.72275,2.88404,-24.9225
1.35196,-9.72768,-129.82729,-4.65622,-9.1581,-14.75854,4.16888,-6.20985
6.49552,-11.0393,1.99028,-94.50835,0.89208,-23.4596,4.02596,-0.06825
11.43114,-8.92027,-24.70422,-160.09744,14.14037,-24.50611,4.46476,-3.58431
-13.79845,35.70164,639.99799,391.21686,7.61925,97.74774,4.48542,-6.19782
14.11125,0.9163,103.01547,-105.06337,30.49734,-6.0011,3.90455,-2.67669
11.15785,4.83473,253.93181,40.25468,28.06663,5.71245,8.96788,-0.391
6.89763,6.32594,78.82892,-16.9913,20.0906,13.04131,2.37426,-2.38692
2.94542,5.03211,254.08252,-12.10436,10.42701,13.93619,8.18853,-12.10522
1.07434,2.10503,35.7997,-46.99301,3.55961,9.31083,-3.12101,-5.03814
1.49622,-0.85591,18.57887,111.08852,1.82571,2.35802,33.26808,17.87891
3.68178,-2.43099,103.42069,-79.90249,5.12877,-2.93443,21.90707,-3.0451
6.14755,-1.95056,414.98264,24.19103,10.94258,-4.01733,32.7041,14.21732
7.53387,0.21646,172.6272,3.17882,15.62949,-0.49798,11.02729,0.55473
-30.31665,37.97312,283.25827,1957.48682,-35.17701,110.03456,15.39353,-7.49543
