1.86431,1.94729
1.88606,1.97227
2.05444,2.14548
2.28889,2.39282
2.47419,2.58538
2.52092,2.63372
2.38718,2.49353
2.10278,2.19705
1.7491,1.82805
1.44133,1.50417
1.2665,1.32371
1.27214,1.32773
1.42361,1.48564
1.64275,1.71687
1.81677,1.90056
1.85706,1.94165
1.71848,1.79744
1.43167,1.49451
1.07556,1.12229
0.77102,0.80486
0.60183,0.62761
0.61633,0.6405
0.77747,0.8113
1.01191,1.05542
1.19802,1.25522
1.25684,1.31404
1.13679,1.18835
0.87173,0.9104
0.54302,0.56316
0.26587,0.27473
0.12327,0.12729
0.16838,0.16838
0.36255,0.37705
0.62922,0.66226
0.854,0.88704
0.94666,0.99016
0.86689,0.90315
0.64131,0.67031
0.35288,0.36577
0.11521,0.11682
0.01531,0.01289
0.10151,0.10151
0.33596,0.35046
0.64695,0.67515
0.9104,0.9531
1.04897,1.09651
1.00789,1.053
0.82581,0.85964
0.57686,0.60022
0.37625,0.39236
0.31582,0.33032
0.43909,0.45681
0.7106,0.74202
1.05461,1.10215
1.35271,1.41555
1.52271,1.58796
1.51062,1.57668
1.35271,1.41394
1.12712,1.17546
0.95391,0.995
0.91362,0.95149
1.05461,1.09973
1.34224,1.40266
1.69834,1.77488
2.01094,2.10198
2.18093,2.29453
2.17771,2.27922
2.02222,2.11487
1.80227,1.88525
1.62019,1.69431
1.5783,1.65081
1.70962,1.78616
1.98757,2.08103
2.33159,2.44922
2.62808,2.74812
2.78357,2.90925
2.76021,2.88669
2.57974,2.69817
2.33562,2.44116
2.12615,2.22605
2.0488,2.14871
2.15757,2.25344
2.40491,2.51448
2.71187,2.83513
2.97209,3.11067
3.09053,3.23313
3.0293,3.16707
2.80935,2.93987
2.52737,2.64177
2.28003,2.37751
2.16643,2.26472
2.22444,2.32595
2.43069,2.54268
2.69656,2.81902
2.91409,3.04783
2.99385,3.12839
2.88589,3.0293
2.62888,2.74812
2.30339,2.40813
2.01658,2.10439
1.8635,1.94971
1.88606,1.97146
2.05686,2.14871
2.28083,2.38879
2.47419,2.58618
2.51931,2.63372
2.39121,2.49595
2.10037,2.19543
1.75071,1.82886
1.44053,1.50095
1.26731,1.32371
1.27134,1.32532
1.42522,1.48726
1.6363,1.71848
1.81919,1.90056
1.85625,1.94084
1.7209,1.79663
1.42683,1.4929
1.07878,1.12632
0.76941,0.80325
0.60264,0.62922
0.6123,0.63567
0.77908,0.80808
1.00789,1.05461
1.20125,1.25442
1.25281,1.31484
1.1384,1.18674
0.87173,0.90959
0.54543,0.56799
0.26345,0.27231
0.12649,0.13052
0.16597,0.1708
0.36416,0.37786
0.62842,0.655
0.85642,0.89348
0.94746,0.98855
0.8677,0.90557
0.6405,0.66709
0.35369,0.36819
0.11199,0.11521
0.01611,0.01531
0.0991,0.10071
0.33918,0.35046
0.64373,0.67273
0.91523,0.95552
1.04817,1.09409
