0.80002,0.83225
0.5551,0.57766
0.36174,0.37625
0.32146,0.33274
0.45923,0.47856
0.74685,0.77344
1.08845,1.13518
1.38171,1.44053
1.52915,1.59602
1.50176,1.56863
1.33257,1.38977
1.1094,1.15854
0.94102,0.9821
0.92087,0.96196
1.07556,1.12229
1.3793,1.43972
1.73218,1.81516
2.03994,2.13179
2.19302,2.28728
2.17046,2.26794
2.00369,2.09473
1.78132,1.86028
1.61052,1.68142
1.58635,1.65645
1.73459,1.80872
2.02463,2.11487
2.36462,2.47419
2.65547,2.7731
2.79001,2.91731
2.74973,2.86736
2.5604,2.674
2.31467,2.41699
2.11729,2.20994
2.06008,2.15112
2.1769,2.276
2.43552,2.5467
2.74409,2.86736
2.99465,3.12517
3.09617,3.23474
3.01721,3.15337
2.79727,2.91248
2.50159,2.61277
2.2623,2.36301
2.16643,2.2623
2.24136,2.34609
2.45808,2.56765
2.72637,2.84158
2.9302,3.06394
2.98982,3.12114
2.86897,3.00352
2.6031,2.71267
2.27278,2.37429
1.99644,2.08506
1.86189,1.94246
1.89734,1.98677
2.07942,2.17368
2.31306,2.41458
2.49031,2.59827
2.51609,2.62727
2.36624,2.47258
2.06492,2.1616
1.71687,1.7926
1.41636,1.47678
1.26086,1.31646
1.27537,1.33821
1.44697,1.51062
1.66531,1.74104
1.83289,1.91345
1.85142,1.9344
1.69753,1.77166
1.3946,1.45906
1.04495,1.08926
0.74604,0.77747
0.5978,0.62278
0.63003,0.65178
0.80164,0.83628
1.03286,1.07717
1.21494,1.26892
1.25281,1.30759
1.11746,1.16741
0.84031,0.87415
0.51401,0.53416
0.2417,0.24976
0.12166,0.12488
0.17886,0.1853
0.38994,0.40525
0.655,0.6824
0.87253,0.91121
0.95068,0.98855
0.85159,0.88784
0.6115,0.63728
0.32629,0.33757
0.09507,0.09346
0.01692,0.01611
0.11763,0.12004
0.36819,0.38269
0.67595,0.70496
0.93538,0.97566
1.053,1.09812
0.99661,1.04172
0.79841,0.83467
0.55349,0.57686
0.36255,0.37625
0.32146,0.33838
0.45762,0.47776
0.74604,0.77827
1.08523,1.13679
1.38252,1.44617
1.52754,1.59602
1.50256,1.56863
1.33257,1.38977
1.11182,1.16016
0.94021,0.98049
0.91765,0.96035
1.07556,1.1239
1.3793,1.43972
1.73379,1.81516
2.03752,2.12695
2.19382,2.2905
2.17207,2.26875
2.00369,2.09231
1.78132,1.86189
1.61133,1.67981
1.58394,1.65483
1.73298,1.81033
2.02383,2.11567
2.36704,2.47419
2.65547,2.77471
2.79243,2.91086
2.75215,2.873
2.5604,2.674
2.31306,2.41619
2.11567,2.20994
2.06008,2.15273
2.17771,2.27439
2.43552,2.54912
2.7457,2.86575
2.99465,3.12517
3.09536,3.24119
3.01721,3.15256
2.78679,2.90925
2.50159,2.61277
2.2615,2.36301
2.16643,2.26069
2.24055,2.33884
2.45808,2.56765
2.72395,2.8448
2.93342,3.06394
2.99062,3.12356
2.86978,2.99949
2.60068,2.71106
2.27278,2.37107
1.99644,2.08103
1.86108,1.94246
1.89895,1.98274
2.08022,2.17126
2.31226,2.41296
2.48789,2.59907
2.51689,2.62888
2.36624,2.47097
2.06895,2.1616
1.71848,1.7926
1.41636,1.47839
1.26328,1.31404
1.2802,1.3366
1.44858,1.51062
1.66531,1.73943
1.83289,1.91023
1.85142,1.9344
1.69915,1.77166
1.39702,1.45745
1.04333,1.09087
0.74685,0.77827
0.597,0.62278
0.62439,0.65017
0.80083,0.83547
1.03286,1.07717
1.21575,1.26812
1.24878,1.30759
1.11907,1.1666
0.84111,0.88301
0.51401,0.53496
0.2417,0.25137
0.12166,0.12407
0.18047,0.1853
0.38994,0.40444
0.655,0.6832
0.87253,0.90959
0.94666,0.98855
0.85078,0.88784
0.61069,0.63728
0.32629,0.33999
0.09668,0.09749
0.01772,0.01047
0.11763,0.11924
0.36819,0.38269
0.67595,0.70496
0.93618,0.97646
1.0522,1.09812
0.99902,1.04011
0.80002,0.82983
0.55269,0.57605
0.36174,0.37705
0.32307,0.33354
0.45923,0.47776
0.74524,0.77827
1.08523,1.13679
