0.91362;3.05427;1.41152;1.38333;3.0583
0.51482;3.13806;1.48;1.59441;2.73523
0.08701;2.94631;1.74346;1.91587;2.13823
0.01208;2.3896;2.29453;2.45808;1.80872
0.27715;1.9634;2.60713;2.71912;1.61455
0.64373;1.48806;2.80854;2.77793;1.73298
1.25684;1.38413;2.69575;2.56846;2.20107
1.56702;1.59441;2.20349;1.98838;2.59343
1.70479;1.91587;1.76521;1.54446;3.05266
1.55413;2.4605;1.1811;1.0522;3.16143
1.06428;2.71992;0.9676;0.93538;2.94712
0.68643;2.77712;1.01917;1.12954;2.59827
0.29004;2.57007;1.27375;1.44214;1.96421
0.24331;1.98677;1.8071;1.97468;1.61133
0.54302;1.54768;2.11809;2.22847;1.38413
0.92893;1.05139;2.31387;2.27761;1.4792
1.57266;0.93538;2.19705;2.06814;1.91667
1.90137;1.12954;1.70156;1.26167;2.28728
2.06572;1.44294;1.04575;0.68159;2.71992
1.93198;1.97549;0.68079;0.47131;2.80774
1.46631;2.22927;0.43989;0.52932;2.56926
1.10457;2.28083;0.52932;0.78875;2.2043
0.72751;2.06814;0.96116;1.33176;1.54607
0.69126;1.48484;1.33337;1.65564;1.1803
1.00869;1.04656;1.77004;1.8635;0.93538
1.40105;0.55269;1.86431;1.76038;1.01917
2.05767;0.4415;1.63792;1.28503;1.44294
2.39282;0.64211;1.28423;0.85884;1.80549
2.56523;0.96116;0.64937;0.30212;2.22927
2.43391;1.50498;0.30212;0.10957;2.31467
1.96582;1.77004;0.08862;0.19578;2.06895
1.60569;1.83772;0.19578;0.47454;1.70076
1.22541;1.63792;0.65662;1.04656;1.04414
1.18674;1.07556;1.04736;1.39138;0.68079
1.49451;0.65098;1.51626;1.63308;0.4415
1.88445;0.18289;1.63308;1.55171;0.52932
2.52253;0.08862;1.44133;1.11101;0.96116
2.85125;0.31663;1.11262;0.70979;1.33257
3.00593;0.65581;0.51401;0.18933;1.76924
2.86333;1.23186;0.19014;0.02175;1.86431
2.3751;1.51626;0.0137;0.14502;1.63792
2.00046;1.61697;0.14502;0.44956;1.28423
1.59521;1.44133;0.64453;1.06025;0.65259
1.53962;0.91362;1.06025;1.42844;0.30212
1.8208;0.51401;1.56702;1.70881;0.08862
2.18899;0.08379;1.71042;1.65322;0.19497
2.8021;0.01289;1.55413;1.25039;0.65339
3.10342;0.27957;1.24878;0.87173;1.04656
3.21863;0.64453;0.68643;0.38672;1.51626
3.05911;1.25684;0.38752;0.2425;1.63389
2.54187;1.56702;0.24331;0.3988;1.44053
2.13743;1.7064;0.3988;0.72268;1.11182
1.69592;1.55413;0.92893;1.36641;0.51482
1.61536;1.06267;1.3656;1.75312;0.19014
1.85706;0.68723;1.90217;2.0625;0.0137
2.20107;0.29165;2.0625;2.02302;0.14583
2.77712;0.24412;1.93279;1.64355;0.64453
3.05347;0.54221;1.64355;1.28101;1.06106
3.13806;0.92813;1.10295;0.81694;1.56702
2.94631;1.57185;0.81614;0.68481;1.70962
2.3896;1.90217;0.69287;0.85723;1.55413
1.96421;2.06653;0.85723;1.19158;1.24958
1.49209;1.93198;1.40186;1.84658;0.68723
1.38494;1.4655;1.84658;2.24136;0.38591
1.58796;1.10295;2.39202;2.55798;0.24331
1.91587;0.72671;2.55798;2.52173;0.39719
2.45969;0.69207;2.4323;2.14387;0.92732
2.71992;1.00627;2.14468;1.78293;1.3656
2.77793;1.40105;1.60569;1.31726;1.90137
2.56926;2.05686;1.31646;1.1811;2.0625
1.98354;2.39202;1.18755;1.34788;1.93118
1.54285;2.56604;1.34707;1.67498;1.64275
1.05139;2.4323;1.88364;2.32112;1.10376
0.93538;1.96743;2.32031;2.70623;0.81614
1.13035;1.60488;2.85125;3.00432;0.69126
1.44294;1.22541;3.00432;2.95759;0.85642
1.9771;1.18755;2.86252;2.56282;1.40266
2.22927;1.49451;2.56201;2.18577;1.84739
2.27681;1.88445;2.00046;1.69592;2.39202
2.06814;2.52656;1.69592;1.54365;2.55879
1.48564;2.85125;1.53962;1.68303;2.4323
1.04414;3.00674;1.68223;1.99241;2.14548
0.55349;2.86333;2.18899;2.60471;1.60569
0.4407;2.37751;2.60471;2.96404;1.31646
0.64211;2.00046;3.10422;3.23635;1.18755
0.96116;1.59602;3.23474;3.16545;1.34707
1.50659;1.53962;3.05991;2.73362;1.88364
1.76843;1.82;2.73362;2.33481;2.32112
1.8353;2.18818;2.13823;1.80791;2.85125
1.63711;2.80049;1.8071;1.63066;3.00271
1.07556;3.10422;1.61536;1.73298;2.86252
0.65098;3.22588;1.73298;2.01738;2.56282
0.1845;3.05911;2.20188;2.59343;2.00127
0.08862;2.53945;2.59182;2.93101;1.69592
0.31663;2.13823;3.05347;3.15901;1.53962
0.65581;1.69673;3.16062;3.06797;1.68303
1.23428;1.61536;2.94631;2.59827;2.1898
1.51626;1.85786;2.59827;2.17368;2.60552
1.61777;2.20107;1.96501;1.61052;3.10342
1.44133;2.7739;1.61052;1.41152;3.23555
0.91362;3.05266;1.38413;1.48;3.05911
0.53254;3.13887;1.48;1.74426;2.73442
0.08621;2.94551;1.91667;2.28809;2.13743
0.01289;2.3896;2.28809;2.60713;1.80872
0.28037;1.96501;2.72073;2.80774;1.61616
0.64453;1.48806;2.80774;2.69495;1.73218
1.25684;1.38413;2.56846;2.2043;2.20027
1.56702;1.5936;2.20349;1.7636;2.59343
1.70559;1.91748;1.54688;1.1803;3.05266
1.55413;2.4605;1.1803;0.9676;3.1574
1.06348;2.71912;0.93538;1.01917;2.9447
0.68643;2.77712;1.01917;1.27375;2.59827
0.29084;2.56846;1.43972;1.80549;1.96501
0.24412;1.98596;1.8063;2.12051;1.61133
0.54382;1.54607;2.22927;2.31306;1.38494
0.92813;1.0522;2.31306;2.19705;1.4792
1.57185;0.93538;2.06814;1.70237;1.91748
1.90217;1.12954;1.70237;1.26086;2.28809
2.06814;1.43972;1.04656;0.67998;2.71912
1.93359;1.97549;0.67998;0.47212;2.80774
1.46631;2.22847;0.4415;0.53013;2.56765
1.10376;2.28164;0.53013;0.78875;2.2043
0.72671;2.06814;0.96196;1.33257;1.54768
0.69207;1.48403;1.33176;1.65564;1.1811
1.00708;1.04575;1.76924;1.86592;0.93538
1.40186;0.55269;1.86431;1.76118;1.01997
2.05686;0.4415;1.63792;1.28584;1.44375
2.39121;0.6405;1.28503;0.85884;1.8063
2.56523;0.96196;0.65178;0.30212;2.22927
2.4323;1.50579;0.30212;0.10957;2.31387
1.96904;1.76924;0.08862;0.19497;2.06814
1.60488;1.83691;0.19658;0.47454;1.70156
1.22622;1.63792;0.65581;1.04736;1.04495
1.18755;1.07476;1.04817;1.39138;0.67998
1.49531;0.65017;1.51545;1.63389;0.4407
1.88284;0.18208;1.63469;1.55251;0.52932
2.52495;0.08862;1.44133;1.11182;0.96116
2.85044;0.31743;1.11182;0.70979;1.33015
3.00754;0.65662;0.51321;0.19014;1.77085
2.86333;1.23105;0.19094;0.02336;1.86592
2.38154;1.51545;0.0137;0.14583;1.63792
2.00046;1.61777;0.14583;0.44875;1.28503
1.59521;1.43972;0.64373;1.06025;0.65017
1.53801;0.91443;1.06106;1.42925;0.30293
1.82483;0.51321;1.56621;1.70801;0.08862
2.18818;0.08298;1.71042;1.65322;0.19497
2.80049;0.0137;1.55413;1.24717;0.65662
3.10745;0.27876;1.24878;0.87253;1.04817
3.2283;0.64373;0.68723;0.38591;1.51707
3.0583;1.25603;0.38672;0.2417;1.63389
2.53542;1.56621;0.24331;0.398;1.44133
;1.70559;0.398;0.72268;
;1.55332;0.92732;1.36479;
;1.06348;1.3656;1.75474;
;0.68723;1.90217;2.0625;
;0.29084;2.06169;2.02383;
;0.24412;1.93279;1.64355;
;0.54221;1.64355;1.28181;
;0.92893;1.10376;0.81372;
;1.57266;0.81614;0.6832;
;1.90137;0.69126;0.85723;
;2.06814;0.85642;1.19319;
;1.93198;1.40186;1.84658;
;1.46631;1.84658;2.24216;
;1.10295;2.39202;2.55718;
;0.72671;2.55798;2.52092;
;0.69207;2.43391;2.14468;
;1.00627;2.14548;1.78455;
;1.40186;1.60488;1.31646;
;2.05686;1.31726;1.1811;
;2.39121;1.18674;1.34707;
;2.56523;1.34707;1.67739;
;2.43311;1.88284;2.32112;
;1.96743;2.31951;2.70623;
;1.60569;2.85125;3.00513;
;1.22622;3.00513;2.95759;
;1.18755;2.86091;2.56201;
;1.49451;2.56282;2.18657;
;1.88364;2.00046;1.69512;
;2.52576;1.69431;1.54204;
;2.85044;1.53962;1.68223;
;3.00674;1.68223;1.99241;
;2.86091;2.18899;2.60552;
;2.37751;2.60471;2.96968;
;1.99966;3.10342;3.23635;
;1.59602;3.23474;3.16707;
;1.53962;3.05911;2.73442;
;1.82;2.73523;2.33481;
;2.18818;2.13904;1.80791;
;2.80049;1.80952;1.63066;
;3.10261;1.61536;1.73218;
;3.22588;1.73137;2.01738;
;3.0575;2.20188;2.59102;
;2.53945;2.59424;2.93101;
;2.13743;3.05427;3.15981;
;1.69673;3.16062;3.06555;
;1.61536;2.94792;2.59746;
;1.85786;2.59827;2.17529;
;2.20107;1.95857;1.60972;
;2.77471;1.61052;1.41152;
;3.05347;1.38413;1.4792;
;3.13887;1.4792;1.74346;
;2.94631;1.91748;2.28647;
;2.39041;2.28728;2.60713;
;1.96421;2.71912;2.80693;
;1.48887;2.80854;2.69575;
;1.38494;2.56926;2.20349;
;1.5936;2.20349;1.7636;
;1.91667;1.54688;1.17949;
;2.4605;1.1803;0.96599;
;2.71992;0.93538;1.01917;
;2.77712;1.01917;1.27456;
;2.57007;1.44294;1.8063;
;1.98677;1.8071;2.12051;
;1.54768;2.22927;2.31387;
;1.0522;2.31306;2.19705;
;0.93618;2.06895;1.70156;
;1.12954;;;
;1.44214;;;
;1.97549;;;
;2.23008;;;
;2.28083;;;
;2.06895;;;
;1.48484;;;
;1.04575;;;
;0.55269;;;
;0.4415;;;
;0.64131;;;
;0.96196;;;
;1.5074;;;
;1.77004;;;
;1.83772;;;
;1.63711;;;
;1.07395;;;
;0.65098;;;
;0.18208;;;
;0.08943;;;
;0.31663;;;
;0.65581;;;
;1.23186;;;
;1.51707;;;
;1.61777;;;
;1.44053;;;
;0.91362;;;
;0.51321;;;
;0.08298;;;
;0.0137;;;
;0.27876;;;
;0.64292;;;
;1.25764;;;
;1.56621;;;
;1.7064;;;
;1.55332;;;
;1.06348;;;
;0.68804;;;
;0.29084;;;
;0.24331;;;
;0.54302;;;
;0.92974;;;
;1.57185;;;
;1.90056;;;
;2.06733;;;
;1.93279;;;
;1.46631;;;
;1.10295;;;
;0.72671;;;
;0.69207;;;
;1.00627;;;
;1.40186;;;
;2.05525;;;
;2.39363;;;
;2.56523;;;
;2.4323;;;
;1.96743;;;
;1.60488;;;
;1.22541;;;
;1.18674;;;
;1.49451;;;
;1.88364;;;
;2.52576;;;
;2.85125;;;
;3.00674;;;
;2.86091;;;
;2.3759;;;
;2.00046;;;
;1.59602;;;
;1.54043;;;
;1.81919;;;
;2.18899;;;
;2.79968;;;
;3.10422;;;
;3.22588;;;
;3.0575;;;
;2.53865;;;
;2.13259;;;
;1.69673;;;
;1.61616;;;
;1.85786;;;
;2.20188;;;
;2.77551;;;
;3.05347;;;
;3.13806;;;
;2.94712;;;
;2.3896;;;
;1.96421;;;
;1.48806;;;
;1.38494;;;
;1.5936;;;
;1.91667;;;
;2.45969;;;
;2.71912;;;
;2.77632;;;
;2.56926;;;
;1.98596;;;
;1.54768;;;
;1.05139;;;
;0.93618;;;
;1.12954;;;
;1.44294;;;
;1.97549;;;
;2.22847;;;
;2.28003;;;
;2.06895;;;
;1.48484;;;
;1.04575;;;
;0.55269;;;
;0.4407;;;
;0.64131;;;
;0.96116;;;
;1.50659;;;
;1.77004;;;
;1.83772;;;
;1.63792;;;
;1.07556;;;
;0.65017;;;
;0.18369;;;
;0.08862;;;
;0.31824;;;
;0.65581;;;
;1.23186;;;
;1.51626;;;
;1.61777;;;
;1.44214;;;
;0.91362;;;
;0.51321;;;
;0.08379;;;
;0.0137;;;
;0.27876;;;
;0.64373;;;
;1.25684;;;
;1.56702;;;
;1.7064;;;
;1.55332;;;
;1.06187;;;
;0.68804;;;
;0.29004;;;
;0.24331;;;
;0.54302;;;
;0.92813;;;
;1.57185;;;
;1.89895;;;
;2.06814;;;
;1.93198;;;
;1.4655;;;
;1.10376;;;
;0.72671;;;
;0.69126;;;
;1.00708;;;
;1.40266;;;
;2.05605;;;
;2.39202;;;
;2.56523;;;
;2.4323;;;
;1.96743;;;
;1.60408;;;
;1.22622;;;
;1.18674;;;
;1.49451;;;
;1.88284;;;
;2.52576;;;
;2.85044;;;
;3.00674;;;
;2.86252;;;
;2.37751;;;
;2.00046;;;
;1.59602;;;
;1.54043;;;
;1.82;;;
;2.18899;;;
;2.79888;;;
;3.10422;;;
;3.22588;;;
;3.05911;;;
;2.53945;;;
;2.13662;;;
;1.69673;;;
;1.61616;;;
;1.85867;;;
;2.20188;;;
;2.77471;;;
;3.05347;;;
;3.13887;;;
;2.94712;;;
;2.39041;;;
;1.96501;;;
;1.48967;;;
;1.38413;;;
;1.59441;;;
;1.91667;;;
;2.4605;;;
;2.71912;;;
;2.77712;;;
;2.56926;;;
;1.98596;;;
;1.54607;;;
;1.05059;;;
;0.93618;;;
;1.12954;;;
;1.44214;;;
;1.97549;;;
;2.22927;;;
;2.28164;;;
;2.06814;;;
;1.48484;;;
;1.04495;;;
;0.55269;;;
;0.4407;;;
;0.64131;;;
;0.96196;;;
;1.50579;;;
;1.76924;;;
;1.83691;;;
;1.63792;;;
;1.07556;;;
;0.65098;;;
;0.18369;;;
;0.08862;;;
;0.31663;;;
;0.65662;;;
;1.23025;;;
;1.51707;;;
;1.61777;;;
;1.44053;;;
;0.91282;;;
;0.51401;;;
;0.08298;;;
;0.01289;;;
;0.27957;;;
;0.64534;;;
;1.25684;;;
;1.56702;;;
;1.7064;;;
;1.55493;;;
;1.06348;;;
;0.68643;;;
;0.29084;;;
;0.24412;;;
;0.54302;;;
;0.92813;;;
;1.57104;;;
;1.90217;;;
;2.06895;;;
;1.93279;;;
;1.4647;;;
;1.10457;;;
;0.72671;;;
;0.69207;;;
;1.00708;;;
;1.40186;;;
;2.05686;;;
;2.39202;;;
;2.56443;;;
;2.4323;;;
;1.96743;;;
;1.60569;;;
;1.22541;;;
;1.18674;;;
;1.49451;;;
;1.88364;;;
;2.52576;;;
;2.85044;;;
;3.00754;;;
;2.86252;;;
;2.37751;;;
;1.99885;;;
;1.59602;;;
;1.53962;;;
;1.81919;;;
;2.18899;;;
;2.80049;;;
;3.10261;;;
;3.22588;;;
;3.05911;;;
;2.53945;;;
;2.13743;;;
;1.69673;;;
;1.61455;;;
;1.85867;;;
;2.20188;;;
;2.77471;;;
;3.05347;;;
;3.13726;;;
;2.94712;;;
;2.3896;;;
;1.96421;;;
;1.48806;;;
;1.38413;;;
;1.5928;;;
;1.91667;;;
;2.4605;;;
;2.71992;;;
;2.77793;;;
;2.56846;;;
;1.98757;;;
;1.54607;;;
;1.05139;;;
;0.93618;;;
;1.13035;;;
;1.44294;;;
;1.97549;;;
;2.22927;;;
;2.28083;;;
;2.06975;;;
;1.48403;;;
;1.04575;;;
;0.55188;;;
;0.4415;;;
;0.6405;;;
;0.96116;;;
;1.50579;;;
;1.76924;;;
;1.83611;;;
;1.63792;;;
;1.07556;;;
;0.65098;;;
;0.18369;;;
;0.08862;;;
;0.31743;;;
;0.65581;;;
;1.23186;;;
;1.51626;;;
;1.61777;;;
;1.44133;;;
;0.91443;;;
;0.51401;;;
;0.08298;;;
;0.0137;;;
;0.27957;;;
;0.64373;;;
;1.25684;;;
;1.56621;;;
;1.7064;;;
;1.55251;;;
;1.06348;;;
;0.68723;;;
;0.29004;;;
;0.2425;;;
;0.54221;;;
;0.92893;;;
;1.57266;;;
;1.90217;;;
;2.06733;;;
;1.93279;;;
;1.46631;;;
;1.10295;;;
;0.7259;;;
;0.69126;;;
;1.00627;;;
;1.40266;;;
;2.05605;;;
;2.39282;;;
;2.56443;;;
;2.4323;;;
;1.96743;;;
;1.60569;;;
;1.22541;;;
;1.18755;;;
;1.49451;;;
;1.88284;;;
;2.52656;;;
;2.85044;;;
;3.00674;;;
;2.86333;;;
;2.37751;;;
;2.00127;;;
;1.59683;;;
;1.54124;;;
;1.8208;;;
;2.18818;;;
;2.79888;;;
;3.10342;;;
;3.22588;;;
;3.0583;;;
;2.53865;;;
;2.13662;;;
;1.69592;;;
;1.61536;;;
;1.85867;;;
;2.20269;;;
;2.7739;;;
;3.05186;;;
;3.13726;;;
;2.94631;;;
;2.3896;;;
;1.96421;;;
;1.48806;;;
;1.38494;;;
;1.5936;;;
;1.91667;;;
;2.4605;;;
;2.71912;;;
;2.77551;;;
;2.56846;;;
;1.98677;;;
;1.54607;;;
;1.05139;;;
;0.93538;;;
;1.12874;;;
;1.44294;;;
;1.97549;;;
;2.22927;;;
;2.27922;;;
;2.06814;;;
;1.48564;;;
;1.04495;;;
;0.55349;;;
;0.4415;;;
;0.64131;;;
;0.96116;;;
;1.50579;;;
;1.76924;;;
;1.83772;;;
;1.63872;;;
;1.07556;;;
;0.65017;;;
;0.18369;;;
;0.08782;;;
;0.31663;;;
;0.655;;;
;1.23186;;;
;1.51707;;;
;1.61777;;;
;1.44133;;;
;0.91362;;;
;0.51482;;;
;0.08379;;;
;0.0137;;;
;0.27957;;;
;0.64373;;;
;1.25684;;;
;1.56621;;;
;1.7064;;;
;1.55413;;;
;1.06267;;;
;0.68643;;;
;0.29084;;;
;0.24331;;;
;0.54302;;;
;0.92813;;;
;1.57185;;;
;1.90217;;;
;2.06733;;;
;1.93279;;;
;1.46631;;;
;1.10376;;;
;0.72671;;;
;0.69207;;;
;1.00708;;;
;1.40347;;;
;2.05686;;;
;2.39282;;;
;2.56362;;;
;2.43149;;;
;1.96743;;;
;1.60408;;;
;1.22622;;;
;1.18755;;;
;1.49451;;;
;1.88364;;;
;2.52656;;;
;2.85044;;;
;3.00674;;;
;2.86252;;;
;2.37751;;;
;2.00046;;;
;1.59602;;;
;1.53882;;;
;1.81919;;;
;2.18899;;;
;2.80049;;;
;3.10261;;;
;3.22668;;;
;3.0575;;;
;2.53945;;;
;2.13743;;;
;1.69673;;;
;1.61536;;;
;1.85947;;;
;2.20188;;;
;2.77471;;;
;3.05347;;;
;3.13806;;;
;2.94631;;;
;2.39041;;;
;1.96501;;;
;1.48806;;;
;1.38333;;;
;1.5936;;;
;1.91667;;;
;2.4605;;;
;2.71992;;;
;2.77712;;;
;2.56926;;;
;1.98677;;;
;1.54688;;;
;1.05139;;;
;0.93457;;;
;1.12954;;;
;1.44214;;;
;1.97468;;;
;2.22927;;;
;2.27922;;;
;2.06733;;;
;1.48564;;;
;1.04495;;;
;0.55349;;;
;0.4415;;;
;0.64211;;;
;0.96196;;;
;1.50579;;;
;1.76924;;;
;1.83772;;;
;1.63792;;;
;1.07395;;;
;0.65098;;;
;0.18289;;;
;0.08862;;;
;0.31743;;;
;0.65662;;;
;1.23186;;;
;1.51707;;;
;1.61858;;;
;1.44133;;;
;0.91362;;;
;0.51482;;;
;0.08298;;;
;0.0137;;;
;0.27957;;;
;0.64292;;;
;1.25603;;;
;1.56621;;;
;1.7064;;;
;1.55332;;;
;1.06267;;;
;0.68643;;;
;0.29084;;;
;0.2425;;;
;0.54302;;;
;0.92813;;;
;1.57266;;;
;1.90217;;;
;2.06814;;;
;1.93359;;;
;1.46631;;;
;1.10295;;;
;0.72751;;;
;0.69207;;;
;1.00627;;;
;1.40508;;;
;2.05605;;;
;2.39282;;;
;2.56443;;;
;2.4323;;;
;1.96904;;;
;1.60569;;;
;1.2238;;;
;1.18594;;;
;1.49451;;;
;1.88364;;;
;2.52737;;;
;2.85044;;;
;3.00674;;;
;2.86091;;;
;2.37832;;;
;1.99966;;;
;1.59602;;;
;1.54043;;;
;1.8208;;;
;2.18899;;;
;2.80049;;;
;3.10342;;;
;3.22588;;;
;3.05911;;;
;2.53865;;;
;2.13743;;;
;1.69753;;;
;1.61536;;;
;1.8627;;;
;2.20107;;;
;2.77471;;;
;3.05427;;;
;3.13967;;;
;2.94712;;;
;2.39041;;;
;1.96421;;;
;1.48887;;;
;1.38413;;;
;1.5936;;;
;1.91667;;;
;2.45889;;;
;2.71992;;;
;2.77712;;;
;2.56926;;;
;1.98677;;;
;1.54768;;;
;1.0522;;;
;0.93538;;;
;1.13035;;;
;1.44294;;;
;1.97871;;;
;2.22927;;;
;2.28083;;;
;2.06895;;;
;1.48645;;;
;1.04575;;;
;0.55269;;;
;0.4415;;;
;0.64211;;;
;0.96116;;;
;1.50498;;;
;1.77004;;;
;1.83691;;;
;1.63792;;;
;1.07476;;;
;0.65017;;;
;0.18369;;;
;0.08782;;;
;0.31582;;;
;0.65742;;;
;1.23025;;;
;1.51626;;;
;1.61616;;;
;1.44133;;;
;0.91362;;;
;0.51482;;;
;0.08298;;;
;0.01289;;;
;0.27957;;;
;0.64373;;;
;1.25684;;;
;1.56702;;;
;1.70559;;;
;1.55413;;;
;1.06267;;;
;0.68643;;;
;0.29246;;;
;0.24492;;;
;0.54382;;;
;0.92813;;;
;1.57185;;;
;1.90137;;;
;2.06733;;;
;1.93279;;;
;1.4655;;;
;1.10295;;;
;0.72751;;;
;0.69126;;;
;1.00708;;;
;1.40266;;;
;2.05686;;;
;2.39202;;;
;2.56604;;;
;2.4323;;;
;1.96824;;;
;1.60569;;;
;1.22541;;;
;1.18594;;;
;1.49531;;;
;1.88284;;;
;2.52576;;;
;2.85125;;;
;3.00674;;;
;2.86252;;;
;2.37832;;;
;2.00046;;;
;1.59602;;;
;1.54043;;;
;1.82;;;
;2.18899;;;
;2.79968;;;
;3.10503;;;
;3.22588;;;
;3.0575;;;
;2.53784;;;
;2.13743;;;
;1.69673;;;
;1.61536;;;
;1.85867;;;
;2.20188;;;
;2.77471;;;
;3.05266;;;
;3.13887;;;
;2.94631;;;
;2.39041;;;
;1.96421;;;
;1.48726;;;
;1.38413;;;
;1.5936;;;
;1.91667;;;
;2.45889;;;
;2.72073;;;
;2.77712;;;
;2.56926;;;
;1.9916;;;
;1.54849;;;
;1.05139;;;
;0.93699;;;
;1.12793;;;
;1.44214;;;
;1.97549;;;
;2.22927;;;
;2.28083;;;
;2.06975;;;
;1.48564;;;
;1.04495;;;
;0.55269;;;
;0.4415;;;
;0.64211;;;
;0.96116;;;
;1.50498;;;
;1.76924;;;
;1.83772;;;
;1.63872;;;
;1.07476;;;
;0.65178;;;
;0.18289;;;
;0.08862;;;
;0.31663;;;
;0.65581;;;
;1.23105;;;
;1.51787;;;
;1.61697;;;
;1.44053;;;
;0.91362;;;
;0.51482;;;
;0.08379;;;
;0.01289;;;
;0.27876;;;
;0.64453;;;
;1.25684;;;
;1.56702;;;
;1.70559;;;
;1.55413;;;
;1.06267;;;
;0.68723;;;
;0.29084;;;
;0.24412;;;
;0.54463;;;
;0.92893;;;
;1.57185;;;
;1.90137;;;
;2.06814;;;
;1.93279;;;
;1.4655;;;
;1.10376;;;
;0.72751;;;
;0.69126;;;
;1.00789;;;
;1.40105;;;
;2.05686;;;
;2.39282;;;
;2.56443;;;
;2.43311;;;
;1.96743;;;
;1.60488;;;
;1.22461;;;
;1.18674;;;
;1.49612;;;
;1.88284;;;
;2.52656;;;
;2.85125;;;
;3.00674;;;
;2.86333;;;
;2.37751;;;
;2.00046;;;
;1.59602;;;
;1.53962;;;
;1.8208;;;
;2.1898;;;
;2.80049;;;
;3.10422;;;
;3.22668;;;
;3.05911;;;
;2.53865;;;
;2.13743;;;
;1.69673;;;
;1.61536;;;
;1.85947;;;
;2.20188;;;
;2.77471;;;
;3.05266;;;
;3.13887;;;
;2.94712;;;
;2.39041;;;
;1.96501;;;
;1.48887;;;
;1.38574;;;
;1.59441;;;
;1.91667;;;
;2.4605;;;
;2.71912;;;
;2.77712;;;
;2.56765;;;
;1.98677;;;
;1.54607;;;
;1.05139;;;
;0.93618;;;
;1.12954;;;
;1.44294;;;
;1.97468;;;
;2.22847;;;
;2.28083;;;
;2.06975;;;
;1.48403;;;
;1.04575;;;
;0.55269;;;
;0.4415;;;
;0.64211;;;
;0.96116;;;
;1.50579;;;
;1.76924;;;
;1.83691;;;
;1.6363;;;
;1.07556;;;
;0.65017;;;
;0.18289;;;
;0.08943;;;
;0.31663;;;
;0.65662;;;
;1.23186;;;
;1.51707;;;
;1.61697;;;
;1.44133;;;
;0.91443;;;
;0.51482;;;
;0.08379;;;
;0.0137;;;
;0.27957;;;
;0.64453;;;
;1.25684;;;
;1.56702;;;
;1.7064;;;
;1.55332;;;
;1.06348;;;
;0.68723;;;
;0.29084;;;
;0.24331;;;
;0.54302;;;
;0.92893;;;
;1.57266;;;
;1.90217;;;
;2.06733;;;
;1.93279;;;
;1.4647;;;
;1.10295;;;
;0.72671;;;
;0.69126;;;
;1.00627;;;
;1.40186;;;
;2.05686;;;
;2.39282;;;
;2.56523;;;
;2.43149;;;
;1.96824;;;
;1.60488;;;
;1.22461;;;
;1.18674;;;
;1.49451;;;
;1.88445;;;
;2.52656;;;
;2.85044;;;
;3.00754;;;
;2.86252;;;
;2.37751;;;
;1.99966;;;
;1.59602;;;
;1.53962;;;
;1.81919;;;
;2.18899;;;
;2.80049;;;
;3.10342;;;
;3.22668;;;
;3.05991;;;
